action,table,table_id,field,current_production_state,required_production_state,airtable_type,options_or_precision,direction,labos_reads,labos_writes,why_labos_needs_it,field_id_testing,field_id_production,automation_impact
KEEP,IFET Projects,tblLYcRC7q6Srjfk3,Contact email,email,email - unchanged,email,,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fldJKbExQdoLlV13V,fldJKbExQdoLlV13V,No automation impact: LabOS neither reads nor writes this.
KEEP,IFET Projects,tblLYcRC7q6Srjfk3,Customer Name,singleLineText,singleLineText - unchanged,singleLineText,,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fld5T069KEywPp5F4,fld5T069KEywPp5F4,No automation impact: LabOS neither reads nor writes this.
KEEP,IFET Projects,tblLYcRC7q6Srjfk3,Final Invoice Status,singleSelect (Not Created | Draft | Sent | Partially Paid | Paid),singleSelect (Not Created | Draft | Sent | Partially Paid | Paid) - unchanged,singleSelect,Not Created | Draft | Sent | Partially Paid | Paid,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fldGu1onl7NMJ4Ay2,fldGu1onl7NMJ4Ay2,No automation impact: LabOS neither reads nor writes this.
KEEP,IFET Projects,tblLYcRC7q6Srjfk3,Hubspot Deal ID,singleLineText,singleLineText - unchanged,singleLineText,,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fldXifux2uAphjFTO,fldXifux2uAphjFTO,No automation impact: LabOS neither reads nor writes this.
KEEP,IFET Projects,tblLYcRC7q6Srjfk3,Hubspot Deal Stage,singleLineText,singleLineText - unchanged,singleLineText,,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fldNLM91Jg2fIST6C,fldNLM91Jg2fIST6C,No automation impact: LabOS neither reads nor writes this.
KEEP,IFET Projects,tblLYcRC7q6Srjfk3,IFET job number,singleLineText,singleLineText - unchanged,singleLineText,,IN,yes,no,"LabOS reads this to identify which job, specimen, protocol or section a result belongs to.",fldZa91p5KebdT6q2,fldZa91p5KebdT6q2,No automation impact: LabOS reads this and never writes it.
KEEP,IFET Projects,tblLYcRC7q6Srjfk3,Mock-Ups/Specimens 2,multipleRecordLinks,multipleRecordLinks - unchanged,multipleRecordLinks,,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fldnV9a0Z5AKKHYaa,fldnV9a0Z5AKKHYaa,No automation impact: LabOS neither reads nor writes this.
KEEP,IFET Projects,tblLYcRC7q6Srjfk3,Mock-Ups/Specimens 3,multipleRecordLinks,multipleRecordLinks - unchanged,multipleRecordLinks,,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,flde9nEuoGsWTHm0G,flde9nEuoGsWTHm0G,No automation impact: LabOS neither reads nor writes this.
KEEP,IFET Projects,tblLYcRC7q6Srjfk3,Product Type,singleLineText,singleLineText - unchanged,singleLineText,,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fldR3PaaTo9BIjmSO,fldR3PaaTo9BIjmSO,No automation impact: LabOS neither reads nor writes this.
KEEP,IFET Projects,tblLYcRC7q6Srjfk3,Project Lead,singleLineText,singleLineText - unchanged,singleLineText,,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fldba1J8C6ev5wmU8,fldba1J8C6ev5wmU8,No automation impact: LabOS neither reads nor writes this.
KEEP,IFET Projects,tblLYcRC7q6Srjfk3,Project Priority,singleLineText,singleLineText - unchanged,singleLineText,,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fldowoytqlZdhuChX,fldowoytqlZdhuChX,No automation impact: LabOS neither reads nor writes this.
KEEP,IFET Projects,tblLYcRC7q6Srjfk3,Project Status,singleSelect (Completed | Cancelled | In Progress | Pending),singleSelect (Completed | Cancelled | In Progress | Pending) - unchanged,singleSelect,Completed | Cancelled | In Progress | Pending,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fldYpIwi0DcgVAjSB,fldYpIwi0DcgVAjSB,No automation impact: LabOS neither reads nor writes this.
KEEP,IFET Projects,tblLYcRC7q6Srjfk3,Project Status Modified Time,lastModifiedTime,lastModifiedTime - unchanged,lastModifiedTime,,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fld2bJ2UQUoWrlQSu,fld2bJ2UQUoWrlQSu,No automation impact: LabOS neither reads nor writes this.
KEEP,IFET Projects,tblLYcRC7q6Srjfk3,Project name,singleLineText,singleLineText - unchanged,singleLineText,,IN,yes,no,"LabOS reads this to identify which job, specimen, protocol or section a result belongs to.",fldXOI9t0N8oP4FLy,fldXOI9t0N8oP4FLy,No automation impact: LabOS reads this and never writes it.
KEEP,IFET Projects,tblLYcRC7q6Srjfk3,Proposal/Signed Approval Link,url,url - unchanged,url,,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fldSxZvcL0q2dsUZs,fldSxZvcL0q2dsUZs,No automation impact: LabOS neither reads nor writes this.
KEEP,IFET Projects,tblLYcRC7q6Srjfk3,Protocol Sections,multipleRecordLinks,multipleRecordLinks - unchanged,multipleRecordLinks,,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fldrrcKHQYOuKVPXc,fldrrcKHQYOuKVPXc,No automation impact: LabOS neither reads nor writes this.
KEEP,IFET Projects,tblLYcRC7q6Srjfk3,QuickBooks Invoice Date,dateTime,dateTime - unchanged,dateTime,,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fldwxvUo1sfjbilui,fldwxvUo1sfjbilui,No automation impact: LabOS neither reads nor writes this.
KEEP,IFET Projects,tblLYcRC7q6Srjfk3,QuickBooks Invoice ID,singleLineText,singleLineText - unchanged,singleLineText,,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fldLCY5LrgaE48XZR,fldLCY5LrgaE48XZR,No automation impact: LabOS neither reads nor writes this.
KEEP,IFET Projects,tblLYcRC7q6Srjfk3,QuickBooks Invoice Number,singleLineText,singleLineText - unchanged,singleLineText,,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fldCY1r37TzUNlqxd,fldCY1r37TzUNlqxd,No automation impact: LabOS neither reads nor writes this.
KEEP,IFET Projects,tblLYcRC7q6Srjfk3,Read Project Info For LabOS,singleLineText,singleLineText - unchanged,singleLineText,,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fldY2C1Q0Yk4VDtUg,fldY2C1Q0Yk4VDtUg,No automation impact: LabOS neither reads nor writes this.
KEEP,IFET Projects,tblLYcRC7q6Srjfk3,Reason For Not Approval For Invoice,formula,formula - unchanged,formula,,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fldyWaBcjIm9bBVeH,fldyWaBcjIm9bBVeH,No automation impact: LabOS neither reads nor writes this.
KEEP,IFET Projects,tblLYcRC7q6Srjfk3,Remaining Amount,formula,formula - unchanged,formula,,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fld1YUsbCOwYAl3b7,fld1YUsbCOwYAl3b7,No automation impact: LabOS neither reads nor writes this.
KEEP,IFET Projects,tblLYcRC7q6Srjfk3,Report Status,singleSelect (Ready | In Progress | Pending),singleSelect (Ready | In Progress | Pending) - unchanged,singleSelect,Ready | In Progress | Pending,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fld1sTdXmRO5ZNTik,fld1sTdXmRO5ZNTik,No automation impact: LabOS neither reads nor writes this.
KEEP,IFET Projects,tblLYcRC7q6Srjfk3,Service line,singleLineText,singleLineText - unchanged,singleLineText,,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fldYipGKCSMD6jiCR,fldYipGKCSMD6jiCR,No automation impact: LabOS neither reads nor writes this.
KEEP,IFET Projects,tblLYcRC7q6Srjfk3,Target Completion Date,multipleLookupValues,multipleLookupValues - unchanged,multipleLookupValues,,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,flduHyuVRhtMfJTTM,flduHyuVRhtMfJTTM,No automation impact: LabOS neither reads nor writes this.
KEEP,IFET Projects,tblLYcRC7q6Srjfk3,Target Testing Date,multipleLookupValues,multipleLookupValues - unchanged,multipleLookupValues,,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fldBnWcEQKLAJGxdC,fldBnWcEQKLAJGxdC,No automation impact: LabOS neither reads nor writes this.
KEEP,IFET Projects,tblLYcRC7q6Srjfk3,Tests Protocols,multipleRecordLinks,multipleRecordLinks - unchanged,multipleRecordLinks,,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fldL4kUzCrbtJeU56,fldL4kUzCrbtJeU56,No automation impact: LabOS neither reads nor writes this.
KEEP,IFET Projects,tblLYcRC7q6Srjfk3,Wall Scheduling/Reservation,multipleRecordLinks,multipleRecordLinks - unchanged,multipleRecordLinks,,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fldaYynjl8ptNVzXS,fldaYynjl8ptNVzXS,No automation impact: LabOS neither reads nor writes this.
KEEP,Mock-Ups/Specimens,tblcrGv0WJn6FTTGO,Height (Inches),number (precision 2),number (precision 2) - unchanged,number,precision 2,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fldw4wNgbNM4NP9dr,fldw4wNgbNM4NP9dr,No automation impact: LabOS neither reads nor writes this.
KEEP,Mock-Ups/Specimens,tblcrGv0WJn6FTTGO,IFET Job Number,multipleRecordLinks,multipleRecordLinks - unchanged,multipleRecordLinks,,IN,yes,no,"LabOS reads this to identify which job, specimen, protocol or section a result belongs to.",fldyj3e89pH6QH2Pp,fldyj3e89pH6QH2Pp,No automation impact: LabOS reads this and never writes it.
KEEP,Mock-Ups/Specimens,tblcrGv0WJn6FTTGO,IFET job number (from IFET Job Number),multipleLookupValues,multipleLookupValues - unchanged,multipleLookupValues,,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fldIirOarIpvHw92Y,fldIirOarIpvHw92Y,No automation impact: LabOS neither reads nor writes this.
KEEP,Mock-Ups/Specimens,tblcrGv0WJn6FTTGO,IFET job number (from IFET Job Number) 2,multipleLookupValues,multipleLookupValues - unchanged,multipleLookupValues,,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fldZqkvfxKwpJbwMl,fldZqkvfxKwpJbwMl,No automation impact: LabOS neither reads nor writes this.
KEEP,Mock-Ups/Specimens,tblcrGv0WJn6FTTGO,Mock-up/specimen name,singleLineText,singleLineText - unchanged,singleLineText,,IN,yes,no,"LabOS reads this to identify which job, specimen, protocol or section a result belongs to.",fldyprpxI76d6CIxo,fldyprpxI76d6CIxo,No automation impact: LabOS reads this and never writes it.
KEEP,Mock-Ups/Specimens,tblcrGv0WJn6FTTGO,Project Name,multipleRecordLinks,multipleRecordLinks - unchanged,multipleRecordLinks,,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fldmqg3pC6l8osgph,fldmqg3pC6l8osgph,No automation impact: LabOS neither reads nor writes this.
KEEP,Mock-Ups/Specimens,tblcrGv0WJn6FTTGO,Project name (from IFET Projects),multipleLookupValues,multipleLookupValues - unchanged,multipleLookupValues,,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fldXBEMsULBqNIkRZ,fldXBEMsULBqNIkRZ,No automation impact: LabOS neither reads nor writes this.
KEEP,Mock-Ups/Specimens,tblcrGv0WJn6FTTGO,Reservations,multipleRecordLinks,multipleRecordLinks - unchanged,multipleRecordLinks,,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fld0QsYC3mAFS3JQ6,fld0QsYC3mAFS3JQ6,No automation impact: LabOS neither reads nor writes this.
KEEP,Mock-Ups/Specimens,tblcrGv0WJn6FTTGO,Scheduled Test Date,multipleLookupValues,multipleLookupValues - unchanged,multipleLookupValues,,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fld4k1G1OqQER1VMI,fld4k1G1OqQER1VMI,No automation impact: LabOS neither reads nor writes this.
KEEP,Mock-Ups/Specimens,tblcrGv0WJn6FTTGO,Service line,singleLineText,singleLineText - unchanged,singleLineText,,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fldS9y6Bc5p5i088A,fldS9y6Bc5p5i088A,No automation impact: LabOS neither reads nor writes this.
KEEP,Mock-Ups/Specimens,tblcrGv0WJn6FTTGO,Specimen status,singleSelect (Pending | Received | In Testing | On Hold | Completed | Failed),singleSelect (Pending | Received | In Testing | On Hold | Completed | Failed) - unchanged,singleSelect,Pending | Received | In Testing | On Hold | Completed | Failed,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fldKhsUYTaQPKGtJL,fldKhsUYTaQPKGtJL,No automation impact: LabOS neither reads nor writes this.
KEEP,Mock-Ups/Specimens,tblcrGv0WJn6FTTGO,Tests Protocols,multipleRecordLinks,multipleRecordLinks - unchanged,multipleRecordLinks,,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fld1mVERdRpQ3XZch,fld1mVERdRpQ3XZch,No automation impact: LabOS neither reads nor writes this.
KEEP,Mock-Ups/Specimens,tblcrGv0WJn6FTTGO,Width (Inches),number (precision 1),number (precision 1) - unchanged,number,precision 1,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fldvm1NAoIGLrFbd0,fldvm1NAoIGLrFbd0,No automation impact: LabOS neither reads nor writes this.
KEEP,Tests Protocols,tblutO1Q8TNC4BLk0,IFET Job Number,multipleRecordLinks,multipleRecordLinks - unchanged,multipleRecordLinks,,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fldPJdoEbIJeHbOu8,fldPJdoEbIJeHbOu8,No automation impact: LabOS neither reads nor writes this.
KEEP,Tests Protocols,tblutO1Q8TNC4BLk0,IFET job number (from IFET Job Number),multipleLookupValues,multipleLookupValues - unchanged,multipleLookupValues,,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fldrc9ywdmheoiCqK,fldrc9ywdmheoiCqK,No automation impact: LabOS neither reads nor writes this.
KEEP,Tests Protocols,tblutO1Q8TNC4BLk0,Mock-Up,multipleRecordLinks,multipleRecordLinks - unchanged,multipleRecordLinks,,IN,yes,no,"LabOS reads this to identify which job, specimen, protocol or section a result belongs to.",fldSzN0fPvbWyOgPu,fldSzN0fPvbWyOgPu,No automation impact: LabOS reads this and never writes it.
KEEP,Tests Protocols,tblutO1Q8TNC4BLk0,Mock-up/specimen name (from Mock-Up),multipleLookupValues,multipleLookupValues - unchanged,multipleLookupValues,,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fldAP0DzS2zmweb3j,fldAP0DzS2zmweb3j,No automation impact: LabOS neither reads nor writes this.
KEEP,Tests Protocols,tblutO1Q8TNC4BLk0,Protocol Name,singleLineText,singleLineText - unchanged,singleLineText,,IN,yes,no,"LabOS reads this to identify which job, specimen, protocol or section a result belongs to.",fldvf05KHbDSMjLrw,fldvf05KHbDSMjLrw,No automation impact: LabOS reads this and never writes it.
KEEP,Tests Protocols,tblutO1Q8TNC4BLk0,Protocol Result,singleSelect (Pending | Passed | Failed | Inconclusive),singleSelect (Pending | Passed | Failed | Inconclusive) - unchanged,singleSelect,Pending | Passed | Failed | Inconclusive,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fld8rkYR4giE8bPAF,fld8rkYR4giE8bPAF,No automation impact: LabOS neither reads nor writes this.
KEEP,Tests Protocols,tblutO1Q8TNC4BLk0,Protocol Sections,multipleRecordLinks,multipleRecordLinks - unchanged,multipleRecordLinks,,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fldw0brNFYcSxEs1l,fldw0brNFYcSxEs1l,No automation impact: LabOS neither reads nor writes this.
KEEP,Tests Protocols,tblutO1Q8TNC4BLk0,Protocol Status,singleSelect (Not Started | In Progress | Completed | Aborted),singleSelect (Not Started | In Progress | Completed | Aborted) - unchanged,singleSelect,Not Started | In Progress | Completed | Aborted,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fldp0RHXHpPY8IOhv,fldp0RHXHpPY8IOhv,No automation impact: LabOS neither reads nor writes this.
KEEP,Back Charges,tbl0f2YxS3FHJ1dTD,Approval Status,singleSelect (Pending | Approved | Rejected | Needs Info),singleSelect (Pending | Approved | Rejected | Needs Info) - unchanged,singleSelect,Pending | Approved | Rejected | Needs Info,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fldfndhdC4ofYXQPz,fldfndhdC4ofYXQPz,No automation impact: LabOS neither reads nor writes this.
KEEP,Back Charges,tbl0f2YxS3FHJ1dTD,Approved By,singleLineText,singleLineText - unchanged,singleLineText,,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fldz8k7GsgoakBlnh,fldz8k7GsgoakBlnh,No automation impact: LabOS neither reads nor writes this.
KEEP,Back Charges,tbl0f2YxS3FHJ1dTD,Back Charge Name,formula,formula - unchanged,formula,,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fldE3z03ghSFNjXzO,fldE3z03ghSFNjXzO,No automation impact: LabOS neither reads nor writes this.
KEEP,Back Charges,tbl0f2YxS3FHJ1dTD,Billable Amount,formula,formula - unchanged,formula,,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fldilEtoCaxRkonpE,fldilEtoCaxRkonpE,No automation impact: LabOS neither reads nor writes this.
KEEP,Back Charges,tbl0f2YxS3FHJ1dTD,Charge Type,singleSelect (Materials | Equipment Rental | Delivery | Labor | Retest | Storage | Other),singleSelect (Materials | Equipment Rental | Delivery | Labor | Retest | Storage | Other) - unchanged,singleSelect,Materials | Equipment Rental | Delivery | Labor | Retest | Storage | Other,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fldjXiyArEKsYJBju,fldjXiyArEKsYJBju,No automation impact: LabOS neither reads nor writes this.
KEEP,Back Charges,tbl0f2YxS3FHJ1dTD,Date Incurred,date,date - unchanged,date,,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fldLa3GEhUqHeQJJH,fldLa3GEhUqHeQJJH,No automation impact: LabOS neither reads nor writes this.
KEEP,Back Charges,tbl0f2YxS3FHJ1dTD,Description,multilineText,multilineText - unchanged,multilineText,,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fldlI36CjI7knVABZ,fldlI36CjI7knVABZ,No automation impact: LabOS neither reads nor writes this.
KEEP,Back Charges,tbl0f2YxS3FHJ1dTD,IFET Job Number,multipleRecordLinks,multipleRecordLinks - unchanged,multipleRecordLinks,,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fldcTkX1jo4kOyU0P,fldcTkX1jo4kOyU0P,No automation impact: LabOS neither reads nor writes this.
KEEP,Back Charges,tbl0f2YxS3FHJ1dTD,Internal Cost,currency (precision 2),currency (precision 2) - unchanged,currency,precision 2,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fldvFuWbhl4oJazCk,fldvFuWbhl4oJazCk,No automation impact: LabOS neither reads nor writes this.
KEEP,Back Charges,tbl0f2YxS3FHJ1dTD,Markup %,percent (precision 0),percent (precision 0) - unchanged,percent,precision 0,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fldHVsz04mW0tRnWP,fldHVsz04mW0tRnWP,No automation impact: LabOS neither reads nor writes this.
KEEP,Back Charges,tbl0f2YxS3FHJ1dTD,QuickBooks Invoice Number,multipleLookupValues,multipleLookupValues - unchanged,multipleLookupValues,,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fldiLBGNgNhIMxrSh,fldiLBGNgNhIMxrSh,No automation impact: LabOS neither reads nor writes this.
KEEP,Back Charges,tbl0f2YxS3FHJ1dTD,Receipt / Vendor Invoice,url,url - unchanged,url,,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fldODHRjWytwEQXv3,fldODHRjWytwEQXv3,No automation impact: LabOS neither reads nor writes this.
KEEP,Back Charges,tbl0f2YxS3FHJ1dTD,Vendor,singleLineText,singleLineText - unchanged,singleLineText,,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fld62eDADnlh3evUX,fld62eDADnlh3evUX,No automation impact: LabOS neither reads nor writes this.
KEEP,Wall Scheduling/Reservation,tblYjF1AApzmRDMrY,Available Capacity After This Reservation,number (precision 0),number (precision 0) - unchanged,number,precision 0,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fldwk4GHVc1E1zPIb,fldwk4GHVc1E1zPIb,No automation impact: LabOS neither reads nor writes this.
KEEP,Wall Scheduling/Reservation,tblYjF1AApzmRDMrY,Capacity Check Result,singleSelect (Pending Check | Capacity Available | Capacity Exceeded | Position Conflict | Future Position),singleSelect (Pending Check | Capacity Available | Capacity Exceeded | Position Conflict | Future Position) - unchanged,singleSelect,Pending Check | Capacity Available | Capacity Exceeded | Position Conflict | Future Position,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fldraitHCrWTKBGr5,fldraitHCrWTKBGr5,No automation impact: LabOS neither reads nor writes this.
KEEP,Wall Scheduling/Reservation,tblYjF1AApzmRDMrY,Conflict Warning,singleSelect (Clear | Conflict | Capacity Exceeded | Future Position | Invalid Date | Missing Wall Position | Position Count Mismatch | Not Checked),singleSelect (Clear | Conflict | Capacity Exceeded | Future Position | Invalid Date | Missing Wall Position | Position Count Mismatch | Not Checked) - unchanged,singleSelect,Clear | Conflict | Capacity Exceeded | Future Position | Invalid Date | Missing Wall Position | Position Count Mismatch | Not Checked,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fldNB1OS7Wuha8NLf,fldNB1OS7Wuha8NLf,No automation impact: LabOS neither reads nor writes this.
KEEP,Wall Scheduling/Reservation,tblYjF1AApzmRDMrY,Current Occupied Positions,count,count - unchanged,count,,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fld7yYZz4JwCsmxY4,fld7yYZz4JwCsmxY4,No automation impact: LabOS neither reads nor writes this.
KEEP,Wall Scheduling/Reservation,tblYjF1AApzmRDMrY,End Date,date,date - unchanged,date,,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fldbXwmiUyA8PUAgG,fldbXwmiUyA8PUAgG,No automation impact: LabOS neither reads nor writes this.
KEEP,Wall Scheduling/Reservation,tblYjF1AApzmRDMrY,IFET Job Number,multipleLookupValues,multipleLookupValues - unchanged,multipleLookupValues,,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fld0YyFODhnF5gmtY,fld0YyFODhnF5gmtY,No automation impact: LabOS neither reads nor writes this.
KEEP,Wall Scheduling/Reservation,tblYjF1AApzmRDMrY,Mock-Up,multipleRecordLinks,multipleRecordLinks - unchanged,multipleRecordLinks,,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fldNvwpbflPlembbT,fldNvwpbflPlembbT,No automation impact: LabOS neither reads nor writes this.
KEEP,Wall Scheduling/Reservation,tblYjF1AApzmRDMrY,Mock-up/specimen name (from Mock-Up),multipleLookupValues,multipleLookupValues - unchanged,multipleLookupValues,,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fldCPWi4kYd7NzYWJ,fldCPWi4kYd7NzYWJ,No automation impact: LabOS neither reads nor writes this.
KEEP,Wall Scheduling/Reservation,tblYjF1AApzmRDMrY,Positions Assigned,count,count - unchanged,count,,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fldIjN3nxF8B4bLJx,fldIjN3nxF8B4bLJx,No automation impact: LabOS neither reads nor writes this.
KEEP,Wall Scheduling/Reservation,tblYjF1AApzmRDMrY,Project,multipleLookupValues,multipleLookupValues - unchanged,multipleLookupValues,,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fldbO694B3yA4RIhy,fldbO694B3yA4RIhy,No automation impact: LabOS neither reads nor writes this.
KEEP,Wall Scheduling/Reservation,tblYjF1AApzmRDMrY,Project Name,multipleRecordLinks,multipleRecordLinks - unchanged,multipleRecordLinks,,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fldoNc8tXaa6KekoJ,fldoNc8tXaa6KekoJ,No automation impact: LabOS neither reads nor writes this.
KEEP,Wall Scheduling/Reservation,tblYjF1AApzmRDMrY,Reservation Checked At,dateTime,dateTime - unchanged,dateTime,,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fldQaYQuVpI6yMeBf,fldQaYQuVpI6yMeBf,No automation impact: LabOS neither reads nor writes this.
KEEP,Wall Scheduling/Reservation,tblYjF1AApzmRDMrY,Reservation Checking,formula,formula - unchanged,formula,,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fldhscZboTjDswUGL,fldhscZboTjDswUGL,No automation impact: LabOS neither reads nor writes this.
KEEP,Wall Scheduling/Reservation,tblYjF1AApzmRDMrY,Reservation Name,singleLineText,singleLineText - unchanged,singleLineText,,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fldL38il8qUTtoMkL,fldL38il8qUTtoMkL,No automation impact: LabOS neither reads nor writes this.
